"ID","propertyCode","propertyName","propertyAddress","propertyCity","propertyState","propertyZip","propertyPhone","propertyFax","propertyEmail","propertyImage","propertyURL","propertyStatus","propertyPriceRange","propertyUnitType","propertySpecial","propertyMercial","propertyDescription","propertyHours","propertyPetPolicy","propertyDirections","propertyTheme","validation"
205,"167SMR","Summerlin Entrada","1701 Rock Springs Road","Las Vegas","NV","89128","(702)363-6830","(702)854-0806","summerlinentrada@amcllc.net","summerlinentrada.jpg","http://www.summerlinentradaapts.com","Active","$609","1-3 Bedrooms","Look and Lease the same day..GET YOUR FIRST MONTH FREE!!","","Comfort, convenience and style are just a few of the features you&rsquo;ll find here at Summerlin Entrada. Choose from one of our spaciously designed floor plans that will suit any lifestyle. Experience a wide array of interior features that help make your everyday life easier. Come home to Summerlin Entrada in Las Vegas, NV and see why this is the perfect place to call home. ","Mon-Sat 8a-6p Sun 9a- 6p ","<p>UP TO 25 LBS FULL GROWN</p>","One Block west of the exit of freeway 95, turn south on Rock Springs DR. and keep going for about 1/4 of mile to the front gate of Summerline Entrada on your left hand side. !!! Welcome Home!!!","Blue_Theme.css",""
177,"409WWT","Woodlands West Townhomes","2237 West Avenue J-8 ","Lancaster","CA","93535","(661)948-0690","(661)949-9980","woodlandswest@amcllc.net","woodlandswest.jpg","http://www.woodlandswesttownhomes.com","Active","867-1075, 1025-1285","2-3 Bedrooms, 1.5 Bathroom","Great Low-Rent Prices!!","","STUNNING, NEW RENOVATED AND SPACIOUS TOWNHOMES ARE NOW AVAILABLE IN THE ANTELOPE VALLEY! The Antelope Valley is a beautiful upper desert community that offers peaceful residential dwellings at a rental rate that won&rsquo;t break the bank. We&rsquo;ve paid close attention to detail with our complete renovation of Woodlands West. Our townhomes offer plenty of room to really feel like a home. With brand new luxurious carpeting and wood-like flooring, new kitchen appliances and upgraded kitchens and baths, you will love coming home to Woodlands West Townhomes.","Mon-Sat 9:00 to 6:00,&nbsp;and Sunday 11:00 to 5:00 ","Call for Policy","Take the 5 freeway to the 14 Freeway North and exit at 20th Street West. Turn left onto 20th Street West and make your first right onto Avenue J-8. We are ahead on the right side with plenty of visitor parking available","Sage_Theme.css",""
179,"406COR","Cordova Park ","43530 Gadsden Ave","Lancaster ","CA","93534","(661)945-8052 ","(661)942-6099","cordovapark@amcllc.net","cordovapark.jpg","http://www.cordovaparkapartments.com ","Active","$779-$1,275","1-2 Bedrooms","","","At Cordova Park, we offer many community features such as sparkling pools, relaxing spas, a fitness center, and lush landscaping. Inside our apartments, our amenities are just as luxurious as the outside. Inside you’ll find wall to wall wardrobe closets, patios and balconies with convenient storage, kitchens with new gourmet gas range/oven, dishwashers and greenhouse windows, dining areas with ceiling fans and washer and dryer in select apartments. Visit Cordova Park and discover all that we have to offer. Pride. Warmth. Belonging. You’ll find it all at Cordava Park.","Monday-Saturday: 9:00am to 6:00pm<br>
Sunday: 10:00am to 5:00pm ","Cats & Dogs OK
Call for service animal policy","Check Website for Directions","Blue_Theme.css",""
181,"411FTN","The Fountains","38300 30th Street East","Palmdale","CA","93550","(661)273-4757","(661)273-0579","thefountains@amcllc.net","thefountains.jpg","http://www.thefountainsapts.com","Active","$675-915","1-3 Bedrooms","**Ask About our Awesome Move in Specials!!**","","<p>&nbsp;</p><p>Conveniently located near major shopping centers, schools and transportation. The Fountains at Palmdale offers all the comforts you could desire. Our community is situated on 17 acres of landscaped grounds, and offers all the amenities of classic California living. We welcome you home to.... The Fountains At Palmdale!!</p>","Mon-Sat 9:00 a.m. to 6:00 p.m.&nbsp; Sun 11:00 a.m. to 5:00 p.m. ","<p>Dogs/Cats Under 25lbs. $300 Deposit + $25 pet rent</p>","Check Website for Directions","Blue_Theme.css",""
183,"602STW","Southwillow","6885 S Redwood Road","West Jordan","UT","84084","(801)561-7474","(801)561-7499","southwillow@amcllc.net","southwillow.jpg","http://www.southwillowapts.com  ","Active","$559-629","Studio-2 Bedroom","One bedroom blow out! One bedrooms as low as $579","","Panoramic mountain views and resort-like living are available at a price you can afford when you live at South Willow, conveniently located just off Redwood Road. In your free time take advantage of the clubhouse, fitness center, heated pool, spa, soccer field and playground, racquetball and indoor/outdoor basketball courts. With six floor plans, patios, balconies and walk-in closets, you&rsquo;re sure to find something to please. Call today to schedule a personal tour.","Mon-Fri 9:00 to 6:00 Saturday 10:00 to 3:00 ","We accept cats and dogs up to 20 lbs. Our pet deposit is $300.00.00 (refundable). Pet rent is $20.00 per month per pet (limit 2).Pit Bulls, Bull Terriers, American Staffordshire Terriers, Rottweilers, German Shepherds, Dobermans, Chows, Presa Canarios, Akitas, Wolf Hybrids and Huskies are restricted. Please call for more details.","Direction from I-215, take the Redwood Road exit. Go south to our community just north of 7000 S. across from Target and Wendy&rsquo;s Directions from I-15, take 7200 South go west to Redwood Road, turn right property on the right, entrance across from Wendy&rsquo;s ","Blue_Theme.css",""
186,"79MRM","Mountain Ridge Manor","820 Monroe ","Ogden","UT","84404","(801)392-8139","(801)392-2026","mountainridgemanor@amcllc.net","noimage.gif","http://www.mountainridgemanor.com  ","Active","$557-$657","1 & 2 Bedrooms","","","<p>Large 1 and 2 bedroom apartments.</p><p>Washer and dryer hookups.</p><p>Beautiful Mountain views</p><p>Assigned parking </p><p>Pool</p><p>Central air </p><p>Close to ski resorts,shopping,bus line,schools</p><p>&nbsp;</p>","<p>Monday-Closed</p><p>Tuesday - Friday 9:30 to 6:00 </p><p>Saturday 10:00 to 4:00</p><p>Sunday - Closed</p><p>&nbsp;</p>","No Pets.","","Tan_Theme.css",""
200,"134GLN","Crestwood","12255 North Claude Court","Northglenn","CO","80241","(303)920-9630","(303)920-9631","leasing@crestwoodapts.net","gleneagles.jpg","http://www.crestwoodapts.net","Active","$675-$1525","1-3 Bedrooms","Up to two months free pro rated over lease and a $500 look and lease!","","Reminiscent of a high-country lodge with warm golden exteriors, rugged timber accents and handsome rustic detailing, CRESTWOOD proudly introduces a new portfolio of homes.Homes that are designed to offer you a host of exciting new features and options. All set amidst a back-drop of beautifully landscaped grounds.Take a look at our apartment home and community features then take a tour! We think you&rsquo;ll like what you see! ","Monday - Friday 9:00am-6:00pm<br />Saturday 10am to 5pm<br />Sunday 1pm to 5pm ","<p>Dogs and Cats Accepted.&nbsp; Breed Restrictions Apply</p>","See Map","Sage_Theme.css",""
208,"166ENT","Entrata Di Paradiso","2701 N Rainbow Blvd","Las Vegas","NV","89108","(702)658-0655","(702)658-3559","Leasing@entratadiparadiso.com","entratadiparadiso.jpg","http://www.entratadiparadiso.com","Active","520-1099","Apartments","$399 to $499 Move-in Specials!!!!","","Entrata di Paradiso Resort Apartments offer Studio, 1, 2 &amp; 3 Bedrooms, featuring granite countertops, new appliances, upgraded lighting package,Maple cabinetry with nickle brushed knobs, woodlike flooring, two tone painted interiors, wood burning fireplaces, full-size washer &amp; dryer, vaulted ceilings with plant shelves, garages available, clubhouse with aquarium, bbq area, state of the art fitness center and 4 sparkling pools and relaxing spas. (Some amenities available in select units only)","<p>Open 7 Days A Week</p><p>MON-FRI 9:00AM TO 6:00PM</p><p>SAT &amp; SUN 10:00AM TO 5:00PM</p>","<p>Entrata di Paradiso welcomes up to 2 pets per unit.&nbsp;No wieght limits!&nbsp;$300 Pet Fee (non-refundable). $20 a month pet rent.</p><p>Breed Restrictions apply call for details.</p>","From US-95 north, exit east on Lake Mead and turn left on Rainbow. We&rsquo;re on the left after Smoke Ranch.","Sage_Theme.css",""
210,"609WNG","Windgate ","2030 South Main","Bountiful","UT","84010","(801)292-5565","(801)292-9712","windgate@amcllc.net","windgate.jpg","http://www.windgateapts.net","Active","$690-$845","Apartments","Spring Awakening Sale ~ $99.00 Deposit!","","<p>Charm and Sophistication in the perfect location! Windgate Apartments is situated in the perfect location; minutes from downtown Salt Lake and convenient freeway access. As you step into the oversized apartment homes you will notice the spacious design and special touches you won&#39;t get anywhere else. Bountiful&#39;s only Smoke&nbsp;Free community! Stop by today. You&#39;ll be glad you did!&nbsp;</p>","Office Hours<br />Closed Sunday and Monday<br />Tuesday 9:00 to 5:00<br />Wednesday 9:00 to 5:00<br />Thursday 9:00 to 5:00<br />Friday 9:00 to 5:00<br />Saturday 10:00 to 2:00","Cats Only","From I-15, take the 2600 South exit (exit #315). On 2600 South, head east to 500 West. At 500 West, turn north and head to 2030 South. We are located on your left.","Tan_Theme.css",""
212,"168TSP","Tropicana Springs","4316 E Tropicana Ave","Las Vegas","NV","89121","(702)456-5656 ","(702)436-2870 ","tropicanasprings@amcllc.net","tropicanasprings.jpg","http://www.tropicanasprings.com/","Active","$699-$749","1x1 and 2x2","We have dropped rents to the $699-$749 range","","Located near the bright lights of the Las Vegas Strip, Tropicana Springs offers a getaway from the fast-paced world with quiet, park-like surroundings. Equally close to Henderson and minutes from Sunset Station, Galleria Mall, and a host of shopping, dining and entertainment choices. Apartment homes in this quaint community include fully appointed kitchens, window seats, central heating and air conditioning, balconies or patios, cable and satellite connections, washers and dryers, oversized closets, and ceiling fans all within the spacious one and two bedroom floor plans.","Mon-Fri: 9:00 am - 6:00 pm<br />Sat:&nbsp;8:30 am - 5:30 pm<br />Sun: Closed","We accept up to 2 dogs and/or cats (Breed Restricted) and they must be under 30 pounds each","See map","Sage_Theme.css",""
204,"605SME","Murray Ridge","4118 South 500 East","Salt Lake City","UT","84107","(801)262-7551","(801)262-5221","springmeadows@amcllc.net","murrayridge.jpg","http://www.murrayridgeapts.com","Active","$600-$850","1-2 Bedrooms","$99 Deposit & $300 OFF 1st Month","","Presenting Murray Ridge Apartments, which offers 1 and 2 bedroom apartment homes for rent. We welcome your pet, up to 40lbs. Muray Ridge has a playground area, laundry facility, basketball court, clubhouse, freeway and public transportation access, covered parking and two swimming pools. Your apartment home has air conditioning, internet access, cable or satellite availability, dishwasher, extra storage, fireplace (some)&nbsp;and walk-in closets. Short-term leases are available. Come home to Murray Ridge Apartments today! ","Mon-Fri 9-6<br />Sat - 10-3<br />Sun - Closed","Pets Welcome up to 40 lbs.","Exit I-15 on 4500 South, head east. At 500 East turn left. Continue driving north, approximately 4 blocks. We are located on the west side of the road.","Tan_Theme.css",""
213,"141LCR","Lakecrest at Gateway Park","4699 Kittredge Street","Denver","CO","80239","(303)362-0300","(303)362-0301","lakecrest@amcllc.net","lakecrestatgateway.jpg","http://www.lakecrestapts.com","Active","$685-$1099","Apartment Homes","$99 Moves You In!*  Call for Details","","<strong>Lakecrest at Gateway Park Apartment Homes</strong> provides premier lakeside living offering many amenities to suit your active lifestyle. Our spacious community is situated amid lush landscaping overlooking a sparkling lake conveniently located near shopping, dining and entertainment. Each apartment home showcases many fine interior details for your convenience. Our on-site professional management team is committed to responsive service and meticulous maintenance assuring that you always come home to the very best.","Monday - Friday 9am - 6pm <br />Saturday 10am - 5pm<br />Sunday 12pm - 5pm","Pets Upon Approval.<br />Breed restrictions apply.","To visit our community take I-70 to Chambers Road and go north on Chambers Road to 40th Avenue. Go east on 40th Avenue to Kittredge Street. We are the second community on the left.","Tan_Theme.css",""
222,"170RFL","Reflections At The Lakes","2601 S Grand Canyon Drive","Las Vegas","NV","89117","(702) 254-0545","(702)254-0618","reflectionsatthelakes@amcllc.net","reflectionsatthelakes.jpg","http://www.reflectionsatthelakes.com","Active","$699-$969","Apartments","Prices reduced.  Call for Move-in Special!","","Welcome to Reflections at The Lakes!<br />Reflections at The Lakes, is located in the prestigious Lakes master-planned community, providing breath-taking views of Red Rock Canyon and the city lights below. This picturesque setting combines the serenity of community living with easy access to urban conveniences. <br />Each apartment home is upgraded and offers impressive features including: upscale granite countertops, contemporary appliances, designer cabinetry, new plush flooring, two-tone fresh paint, upgraded lighting and fixtures throughout the home. ","","$100 Pet Deposit, $200 Pet Fee (Non-Refundable)<br />$25/month pet rent <br />25 lbs or less at full growth; breed restrictions apply<br />Maximum of 2 pets per household","See map","Tan_Theme.css",""
223,"702CAM","Cameron Creek","5209 Bryant Irvin Road","Fort Worth ","TX","76132","(888) 267-2160","(817) 263-6028","cameroncreek@amcllc.net","cameroncreek.jpg","http://www.cameroncreekamc.com","Active","","Apartments","Call for details. ","","Cameron Creek in Fort Worth, Texas offers a variety of floor plans and amenities that meet a wide range of tastes and needs. The apartment amenities range from Air Conditioning, Bilingual, Carpet, Ceiling Fan, Club House, Covered Lot, Dishwasher, Fireplace, Fitness Center, Laundry Facility, Microwave, Patio or Balcony, Pool, Sauna, Small Dogs Allowed, Tennis Court, and Walk In Closets and more! View prices, photos, virtual tours, floor plans, amenities, pet policies, property details and have instant contact with the apartment community. Next to local highways I-20 and 820, minutes from Downtown Fort Worth! ","Monday-Friday: 9:00am to 6:00pm <br />Saturday: 10:00am to 5:00pm<br />Sunday: 1:00pm to 5:00pm ","Cats &amp; Dogs OK<br />Call for service animal policy","See map","Tan_Theme.css",""
214,"613TER","The Terrace","1810 South Main Street","Salt Lake City","UT","84115","(801)486-8811","(801)486-1305","theterrace@amcllc.net","theterrace.jpg","http://www.amcapartments.com","Active","$600 - $705","1bedroom & 2 bedroom","MARCH MOVE IN SPECIAL $399!","","Terrace Apartments in Salt Lake City, Utah offers a variety of floor plans and amenities that meet a wide range of tastes and needs. The apartment amenities range from Air Conditioning, Apartment, Broadband Internet <p>Access, Business Center Onsite, Carpet, Cats &amp; Dogs Allowed, Ceiling Fan, Club House, Controlled Access, Courtyard, Covered Lot, Disability Access, Efficiency, Elevator, Extra Storage, Fitness Center, Garbage Disposal, High Rise,&nbsp; Housing Vouchers Welcome, Laundry Facility, Playground, Pool, Public Transportation, Studio, View,&nbsp; Window Covering and more! View prices, photos, virtual tours, floor plans, amenities, pet policies, property details and have instant contact with the apartment community.</p><p>Take in the beautiful Wasatch Mountains from the comfort of your home. Enjoy our location down the road from Famous Grove&rsquo;s Market. Welcome home!</p>","Mon-Fri 9am-5:30pm<br />Answering Service on Weekends","<p>We love your pets, cats &amp; small dogs under 25 lbs.</p>","From State Street, head west on 2100 South to Main Street. Turn right on Main and follow to our community. We are just a few blocks down on your left.","Blue_Theme.css",""
